data,conta,tipo,categoria,valor,forma_pagamento,descricao
2024-04-12,Papaya,Saída,Impostos,16749,Cartão,Pagamento
2024-06-06,Zov,Saída,Fornecedor,35228,TED,Pagamento
2024-08-20,Zov,Saída,Marketing,28631,Boleto,Pagamento
2024-11-28,Mdias,Entrada,Outros Recebimentos,13860,PIX,Recebimento
2024-07-24,Mdias,Entrada,Recebimento Clientes,14637,Cartão,Recebimento
2024-12-16,Zov,Saída,Operacional,1155,Dinheiro,Pagamento
2024-03-02,Mdias,Saída,Marketing,5909,Dinheiro,Pagamento
2024-10-28,Papaya,Saída,Folha de Pagamento,28272,PIX,Pagamento
2024-01-09,Mdias,Entrada,Antecipação,10852,Dinheiro,Recebimento
2024-02-16,Mdias,Saída,Operacional,5958,Cartão,Pagamento
2024-04-22,Papaya,Entrada,Recebimento Clientes,35502,PIX,Recebimento
2024-02-16,Mdias,Entrada,Recebimento Clientes,749,Boleto,Recebimento
2024-04-25,Zov,Entrada,Outros Recebimentos,45784,Cartão,Recebimento
2024-06-12,Zov,Entrada,Outros Recebimentos,14488,TED,Recebimento
2024-12-24,Papaya,Saída,Folha de Pagamento,10819,TED,Pagamento
2024-03-16,Mdias,Saída,Impostos,30679,Boleto,Pagamento
2024-03-26,Mdias,Saída,Impostos,21777,Dinheiro,Pagamento
2024-07-05,Papaya,Entrada,Outros Recebimentos,37883,Dinheiro,Recebimento
2024-05-11,Papaya,Entrada,Antecipação,30323,TED,Recebimento
2024-08-03,Zov,Saída,Impostos,724,TED,Pagamento
2024-06-18,Mdias,Saída,Operacional,17777,Dinheiro,Pagamento
2024-01-24,Papaya,Entrada,Outros Recebimentos,48597,Boleto,Recebimento
2024-11-03,Mdias,Saída,Folha de Pagamento,27258,Dinheiro,Pagamento
2024-01-04,Papaya,Entrada,Antecipação,30134,TED,Recebimento
2024-03-28,Zov,Saída,Marketing,14147,TED,Pagamento
2024-05-21,Zov,Saída,Fornecedor,22538,PIX,Pagamento
2024-04-02,Mdias,Saída,Fornecedor,22704,Boleto,Pagamento
2024-08-13,Zov,Saída,Folha de Pagamento,15907,Dinheiro,Pagamento
2024-11-08,Zov,Entrada,Outros Recebimentos,43288,Dinheiro,Recebimento
2024-05-04,Mdias,Entrada,Antecipação,47146,Boleto,Recebimento
2024-08-24,Papaya,Saída,Impostos,9368,Dinheiro,Pagamento
2024-03-21,Papaya,Entrada,Recebimento Clientes,42934,Boleto,Recebimento
2024-06-11,Mdias,Entrada,Recebimento Clientes,3386,Dinheiro,Recebimento
2024-02-18,Papaya,Entrada,Recebimento Clientes,34685,Cartão,Recebimento
2024-03-11,Papaya,Saída,Fornecedor,36637,TED,Pagamento
2024-12-02,Mdias,Entrada,Antecipação,14493,Dinheiro,Recebimento
2024-11-19,Mdias,Entrada,Recebimento Clientes,32189,Cartão,Recebimento
2024-09-15,Papaya,Saída,Folha de Pagamento,21919,Boleto,Pagamento
2024-09-19,Papaya,Saída,Marketing,34631,PIX,Pagamento
2024-02-21,Zov,Saída,Folha de Pagamento,30582,Boleto,Pagamento
2024-03-18,Zov,Saída,Operacional,34981,Boleto,Pagamento
2024-04-02,Papaya,Entrada,Antecipação,39932,Boleto,Recebimento
2024-06-02,Mdias,Entrada,Antecipação,31083,Cartão,Recebimento
2024-12-09,Mdias,Entrada,Antecipação,32934,Dinheiro,Recebimento
2024-12-11,Papaya,Entrada,Recebimento Clientes,16044,TED,Recebimento
2024-09-10,Papaya,Saída,Impostos,12637,Boleto,Pagamento
2024-07-18,Zov,Entrada,Recebimento Clientes,6431,Dinheiro,Recebimento
2024-05-05,Papaya,Saída,Fornecedor,3750,Cartão,Pagamento
2024-11-18,Zov,Saída,Marketing,4279,PIX,Pagamento
2024-02-13,Mdias,Saída,Fornecedor,27037,Dinheiro,Pagamento
2024-02-12,Papaya,Entrada,Outros Recebimentos,18181,TED,Recebimento
2024-10-07,Zov,Entrada,Antecipação,46186,TED,Recebimento
2024-03-09,Papaya,Saída,Fornecedor,5667,Boleto,Pagamento
2024-07-28,Zov,Saída,Impostos,38003,Boleto,Pagamento
2024-07-23,Papaya,Entrada,Recebimento Clientes,13615,TED,Recebimento
2024-08-10,Papaya,Saída,Impostos,36907,PIX,Pagamento
2024-03-27,Mdias,Saída,Fornecedor,25513,Boleto,Pagamento
2024-08-23,Zov,Saída,Folha de Pagamento,7212,Cartão,Pagamento
2024-09-02,Papaya,Entrada,Recebimento Clientes,8225,Boleto,Recebimento
2024-02-27,Mdias,Saída,Impostos,15013,Dinheiro,Pagamento
2024-06-11,Papaya,Saída,Operacional,30657,Cartão,Pagamento
2024-04-06,Papaya,Saída,Impostos,26260,Dinheiro,Pagamento
2024-05-26,Zov,Saída,Marketing,36414,PIX,Pagamento
2024-08-12,Zov,Saída,Operacional,8979,PIX,Pagamento
2024-03-01,Mdias,Saída,Operacional,14985,PIX,Pagamento
2024-03-07,Papaya,Entrada,Outros Recebimentos,21910,Cartão,Recebimento
2024-11-02,Mdias,Entrada,Antecipação,28328,Dinheiro,Recebimento
2024-11-11,Zov,Saída,Fornecedor,17097,TED,Pagamento
2024-09-19,Zov,Saída,Impostos,797,PIX,Pagamento
2024-11-09,Mdias,Entrada,Outros Recebimentos,38749,Dinheiro,Recebimento
2024-12-03,Zov,Entrada,Outros Recebimentos,11976,TED,Recebimento
2024-01-09,Zov,Entrada,Recebimento Clientes,13286,Boleto,Recebimento
2024-04-01,Mdias,Saída,Impostos,32085,PIX,Pagamento
2024-12-08,Mdias,Saída,Marketing,15291,Cartão,Pagamento
2024-01-07,Mdias,Saída,Fornecedor,15187,Dinheiro,Pagamento
2024-06-01,Zov,Saída,Impostos,26206,TED,Pagamento
2024-05-20,Zov,Entrada,Antecipação,36501,PIX,Recebimento
2024-02-10,Papaya,Entrada,Antecipação,35613,Boleto,Recebimento
2024-03-13,Zov,Saída,Impostos,31765,TED,Pagamento
2024-04-04,Zov,Saída,Operacional,32109,Boleto,Pagamento
2024-02-26,Papaya,Saída,Folha de Pagamento,23589,PIX,Pagamento
2024-01-20,Zov,Entrada,Recebimento Clientes,31307,Dinheiro,Recebimento
2024-09-28,Papaya,Entrada,Recebimento Clientes,50215,Dinheiro,Recebimento
2024-06-18,Mdias,Entrada,Antecipação,33633,Cartão,Recebimento
2024-08-09,Mdias,Entrada,Outros Recebimentos,30193,PIX,Recebimento
2024-12-20,Papaya,Entrada,Outros Recebimentos,10651,TED,Recebimento
2024-01-14,Zov,Entrada,Antecipação,41267,Boleto,Recebimento
2024-07-05,Papaya,Saída,Folha de Pagamento,5126,Cartão,Pagamento
2024-09-24,Zov,Entrada,Recebimento Clientes,13191,Dinheiro,Recebimento
2024-10-02,Zov,Entrada,Recebimento Clientes,29568,TED,Recebimento
2024-08-04,Zov,Entrada,Antecipação,13978,TED,Recebimento
2024-03-05,Papaya,Saída,Impostos,31834,PIX,Pagamento
2024-12-13,Papaya,Entrada,Outros Recebimentos,9701,TED,Recebimento
2024-09-07,Zov,Entrada,Antecipação,45908,PIX,Recebimento
2024-02-03,Papaya,Entrada,Antecipação,8395,PIX,Recebimento
2024-04-22,Zov,Entrada,Recebimento Clientes,44122,Dinheiro,Recebimento
2024-02-18,Papaya,Entrada,Outros Recebimentos,46519,Dinheiro,Recebimento
2024-05-07,Zov,Entrada,Recebimento Clientes,50482,TED,Recebimento
2024-06-10,Mdias,Entrada,Antecipação,47194,Boleto,Recebimento
2024-01-14,Papaya,Saída,Operacional,22303,PIX,Pagamento
2024-12-24,Mdias,Entrada,Antecipação,45112,Boleto,Recebimento
2024-03-01,Zov,Saída,Operacional,9828,PIX,Pagamento
2024-10-22,Zov,Entrada,Recebimento Clientes,36728,Boleto,Recebimento
2024-05-07,Mdias,Entrada,Outros Recebimentos,35138,Cartão,Recebimento
2024-08-02,Zov,Saída,Impostos,3287,Dinheiro,Pagamento
2024-12-16,Papaya,Entrada,Outros Recebimentos,34869,TED,Recebimento
2024-06-18,Zov,Entrada,Outros Recebimentos,31017,PIX,Recebimento
2024-01-18,Zov,Saída,Folha de Pagamento,39414,Cartão,Pagamento
2024-05-08,Papaya,Entrada,Antecipação,2900,Dinheiro,Recebimento
2024-03-19,Zov,Saída,Operacional,23764,TED,Pagamento
2024-07-04,Zov,Entrada,Outros Recebimentos,26637,Dinheiro,Recebimento
2024-09-22,Zov,Entrada,Recebimento Clientes,34730,Cartão,Recebimento
2024-06-26,Zov,Saída,Fornecedor,18254,Boleto,Pagamento
2024-07-07,Zov,Saída,Fornecedor,26213,PIX,Pagamento
2024-07-16,Papaya,Entrada,Outros Recebimentos,18996,PIX,Recebimento
2024-02-17,Zov,Entrada,Recebimento Clientes,36585,TED,Recebimento
2024-05-23,Zov,Entrada,Outros Recebimentos,2866,TED,Recebimento
2024-02-02,Mdias,Saída,Marketing,33326,TED,Pagamento
2024-08-20,Mdias,Entrada,Antecipação,12946,Boleto,Recebimento
2024-12-20,Papaya,Entrada,Antecipação,34657,Boleto,Recebimento
2024-07-22,Mdias,Saída,Impostos,37672,Boleto,Pagamento
2024-10-14,Zov,Saída,Operacional,19626,PIX,Pagamento
2024-06-06,Zov,Entrada,Outros Recebimentos,43221,TED,Recebimento
2024-12-15,Mdias,Saída,Marketing,39471,Dinheiro,Pagamento
2024-11-26,Zov,Entrada,Recebimento Clientes,28189,Dinheiro,Recebimento
2024-09-03,Papaya,Entrada,Antecipação,6742,Dinheiro,Recebimento
2024-07-07,Zov,Saída,Marketing,18016,Boleto,Pagamento
2024-03-12,Papaya,Saída,Operacional,13893,Cartão,Pagamento
2024-12-21,Mdias,Saída,Folha de Pagamento,22861,PIX,Pagamento
2024-01-14,Zov,Entrada,Antecipação,6455,TED,Recebimento
2024-06-27,Zov,Entrada,Antecipação,48604,PIX,Recebimento
2024-08-23,Papaya,Entrada,Outros Recebimentos,12305,TED,Recebimento
2024-06-05,Mdias,Saída,Marketing,30793,Cartão,Pagamento
2024-10-05,Zov,Entrada,Outros Recebimentos,4582,Cartão,Recebimento
2024-05-01,Papaya,Entrada,Antecipação,10729,Cartão,Recebimento
2024-02-18,Mdias,Saída,Fornecedor,1050,Boleto,Pagamento
2024-06-28,Mdias,Saída,Folha de Pagamento,22606,TED,Pagamento
2024-03-07,Mdias,Saída,Impostos,33981,Dinheiro,Pagamento
2024-09-05,Mdias,Entrada,Recebimento Clientes,5278,Cartão,Recebimento
2024-11-14,Papaya,Entrada,Antecipação,41419,PIX,Recebimento
2024-03-28,Mdias,Entrada,Antecipação,36768,Dinheiro,Recebimento
2024-04-06,Papaya,Entrada,Outros Recebimentos,8749,PIX,Recebimento
2024-09-24,Mdias,Entrada,Antecipação,24165,PIX,Recebimento
2024-02-18,Mdias,Entrada,Antecipação,25786,PIX,Recebimento
2024-03-28,Papaya,Entrada,Antecipação,21939,Dinheiro,Recebimento
2024-06-23,Mdias,Entrada,Outros Recebimentos,32930,Boleto,Recebimento
2024-06-17,Papaya,Saída,Impostos,39202,TED,Pagamento
2024-11-05,Mdias,Entrada,Antecipação,13409,Boleto,Recebimento
2024-11-02,Papaya,Saída,Folha de Pagamento,29959,Cartão,Pagamento
2024-12-13,Mdias,Saída,Fornecedor,19141,Dinheiro,Pagamento
2024-07-25,Zov,Saída,Operacional,35084,PIX,Pagamento
2024-03-20,Zov,Entrada,Outros Recebimentos,26989,TED,Recebimento
2024-06-17,Mdias,Saída,Impostos,6501,Dinheiro,Pagamento
2024-11-09,Mdias,Saída,Fornecedor,36613,Boleto,Pagamento
2024-09-20,Zov,Saída,Marketing,40251,TED,Pagamento
2024-06-23,Zov,Entrada,Recebimento Clientes,24060,TED,Recebimento
2024-06-17,Zov,Saída,Folha de Pagamento,32562,Boleto,Pagamento
2024-05-09,Papaya,Saída,Fornecedor,31963,Cartão,Pagamento
2024-01-09,Papaya,Entrada,Recebimento Clientes,5476,Boleto,Recebimento
2024-12-05,Zov,Entrada,Outros Recebimentos,5352,Dinheiro,Recebimento
2024-03-02,Zov,Entrada,Outros Recebimentos,21012,Dinheiro,Recebimento
2024-01-07,Mdias,Saída,Folha de Pagamento,13730,Cartão,Pagamento
2024-08-19,Zov,Entrada,Recebimento Clientes,10678,Cartão,Recebimento
2024-01-20,Zov,Saída,Operacional,30176,Boleto,Pagamento
2024-07-14,Zov,Entrada,Recebimento Clientes,6873,TED,Recebimento
2024-01-13,Papaya,Saída,Fornecedor,40094,TED,Pagamento
2024-10-25,Zov,Entrada,Antecipação,46572,PIX,Recebimento
2024-07-09,Papaya,Saída,Marketing,25793,TED,Pagamento
2024-03-21,Zov,Saída,Folha de Pagamento,34684,Cartão,Pagamento
2024-08-20,Zov,Entrada,Antecipação,14622,PIX,Recebimento
2024-12-09,Zov,Saída,Fornecedor,29815,Cartão,Pagamento
2024-06-09,Zov,Saída,Operacional,22356,Dinheiro,Pagamento
2024-02-04,Mdias,Saída,Marketing,28231,Cartão,Pagamento
2024-08-20,Papaya,Entrada,Recebimento Clientes,36450,TED,Recebimento
2024-09-02,Zov,Entrada,Recebimento Clientes,34265,TED,Recebimento
2024-10-10,Papaya,Entrada,Antecipação,48653,Cartão,Recebimento
2024-09-19,Zov,Saída,Marketing,20980,Boleto,Pagamento
2024-03-20,Mdias,Entrada,Outros Recebimentos,17086,PIX,Recebimento
2024-08-18,Mdias,Entrada,Outros Recebimentos,47244,Cartão,Recebimento
2024-01-13,Papaya,Saída,Operacional,6004,Boleto,Pagamento
2024-03-03,Mdias,Entrada,Recebimento Clientes,47446,Dinheiro,Recebimento
2024-08-12,Mdias,Saída,Operacional,15411,Boleto,Pagamento
2024-04-09,Papaya,Saída,Fornecedor,15280,TED,Pagamento
2024-12-13,Zov,Saída,Operacional,1931,Boleto,Pagamento
2024-06-23,Zov,Saída,Fornecedor,6896,TED,Pagamento
2024-05-16,Mdias,Entrada,Recebimento Clientes,11160,TED,Recebimento
2024-07-19,Papaya,Entrada,Outros Recebimentos,47149,PIX,Recebimento
2024-09-07,Mdias,Saída,Fornecedor,40217,Cartão,Pagamento
2024-08-23,Mdias,Saída,Folha de Pagamento,16152,Cartão,Pagamento
2024-07-08,Papaya,Entrada,Antecipação,24452,Dinheiro,Recebimento
2024-07-23,Mdias,Saída,Fornecedor,14703,Dinheiro,Pagamento
2024-09-02,Papaya,Saída,Impostos,23305,Dinheiro,Pagamento
2024-08-13,Zov,Saída,Operacional,33773,Dinheiro,Pagamento
2024-10-09,Mdias,Saída,Folha de Pagamento,1377,Cartão,Pagamento
2024-01-11,Zov,Saída,Operacional,34753,Cartão,Pagamento
2024-03-11,Zov,Entrada,Antecipação,3228,Boleto,Recebimento
2024-08-20,Zov,Entrada,Antecipação,25900,Boleto,Recebimento
2024-08-24,Zov,Entrada,Outros Recebimentos,13278,Cartão,Recebimento
2024-05-09,Zov,Saída,Fornecedor,21003,Cartão,Pagamento
2024-11-20,Papaya,Saída,Fornecedor,16514,Dinheiro,Pagamento
2024-02-27,Zov,Entrada,Antecipação,18614,Boleto,Recebimento
2024-06-09,Zov,Entrada,Recebimento Clientes,39524,Cartão,Recebimento
2024-02-04,Papaya,Entrada,Antecipação,29898,TED,Recebimento
2024-11-07,Papaya,Saída,Marketing,30791,Cartão,Pagamento
2024-11-14,Mdias,Entrada,Recebimento Clientes,21926,Cartão,Recebimento
2024-03-20,Papaya,Entrada,Outros Recebimentos,30919,PIX,Recebimento
2024-02-18,Zov,Saída,Folha de Pagamento,2555,TED,Pagamento
2024-08-20,Zov,Entrada,Antecipação,36210,TED,Recebimento
2024-06-20,Papaya,Entrada,Outros Recebimentos,49205,PIX,Recebimento
2024-12-22,Papaya,Saída,Operacional,9842,Boleto,Pagamento
2024-09-12,Zov,Saída,Impostos,1510,PIX,Pagamento
2024-09-09,Mdias,Entrada,Outros Recebimentos,47927,PIX,Recebimento
2024-05-03,Mdias,Entrada,Antecipação,46392,Cartão,Recebimento
2024-12-24,Zov,Saída,Folha de Pagamento,14806,Cartão,Pagamento
2024-07-02,Zov,Entrada,Recebimento Clientes,43069,Cartão,Recebimento
2024-11-02,Papaya,Saída,Impostos,2282,Dinheiro,Pagamento
2024-03-21,Mdias,Entrada,Antecipação,49423,Cartão,Recebimento
2024-08-12,Papaya,Entrada,Outros Recebimentos,4757,TED,Recebimento
2024-01-20,Papaya,Entrada,Antecipação,1900,Boleto,Recebimento
2024-09-10,Mdias,Entrada,Outros Recebimentos,25315,Boleto,Recebimento
2024-05-09,Zov,Entrada,Recebimento Clientes,15132,PIX,Recebimento
2024-10-03,Papaya,Entrada,Recebimento Clientes,42303,Dinheiro,Recebimento
2024-08-11,Zov,Saída,Impostos,14198,Boleto,Pagamento
2024-07-04,Papaya,Saída,Fornecedor,6630,PIX,Pagamento
2024-11-02,Zov,Entrada,Recebimento Clientes,24862,Cartão,Recebimento
2024-07-01,Mdias,Saída,Marketing,16223,Cartão,Pagamento
2024-04-01,Zov,Saída,Folha de Pagamento,31461,PIX,Pagamento
2024-07-26,Zov,Saída,Marketing,33670,TED,Pagamento
2024-09-18,Zov,Entrada,Antecipação,22500,Cartão,Recebimento
2024-07-18,Papaya,Saída,Operacional,29084,PIX,Pagamento
2024-07-01,Papaya,Saída,Marketing,1343,Dinheiro,Pagamento
2024-12-26,Zov,Entrada,Recebimento Clientes,32136,Dinheiro,Recebimento
2024-10-27,Papaya,Saída,Fornecedor,8820,Boleto,Pagamento
2024-08-14,Zov,Saída,Operacional,17744,PIX,Pagamento
2024-01-10,Zov,Saída,Fornecedor,33783,Dinheiro,Pagamento
2024-05-23,Papaya,Entrada,Outros Recebimentos,12473,Boleto,Recebimento
2024-04-10,Mdias,Entrada,Recebimento Clientes,45177,Cartão,Recebimento
2024-09-11,Zov,Entrada,Antecipação,14051,Boleto,Recebimento
2024-01-20,Zov,Saída,Fornecedor,17689,Cartão,Pagamento
2024-02-17,Papaya,Saída,Marketing,15094,PIX,Pagamento
2024-11-03,Papaya,Entrada,Recebimento Clientes,16817,PIX,Recebimento
2024-03-11,Mdias,Entrada,Antecipação,37432,Dinheiro,Recebimento
2024-08-17,Mdias,Saída,Fornecedor,27203,PIX,Pagamento
2024-02-17,Papaya,Entrada,Outros Recebimentos,48138,Cartão,Recebimento
2024-11-01,Mdias,Entrada,Outros Recebimentos,49103,TED,Recebimento
2024-11-25,Zov,Entrada,Antecipação,41529,Cartão,Recebimento
2024-02-02,Zov,Saída,Fornecedor,31447,Boleto,Pagamento
2024-12-03,Papaya,Entrada,Antecipação,42628,PIX,Recebimento
2024-10-08,Mdias,Saída,Folha de Pagamento,15334,PIX,Pagamento
2024-01-28,Mdias,Entrada,Antecipação,27387,TED,Recebimento
2024-04-01,Papaya,Entrada,Recebimento Clientes,40272,Dinheiro,Recebimento
2024-05-03,Papaya,Entrada,Antecipação,5820,Boleto,Recebimento
2024-01-09,Papaya,Saída,Operacional,39533,Cartão,Pagamento
2024-09-20,Mdias,Saída,Impostos,23882,Cartão,Pagamento
2024-07-05,Papaya,Saída,Impostos,3309,Cartão,Pagamento
2024-03-19,Papaya,Saída,Folha de Pagamento,7647,Dinheiro,Pagamento
2024-08-05,Mdias,Entrada,Outros Recebimentos,14027,Boleto,Recebimento
2024-09-07,Zov,Entrada,Outros Recebimentos,24637,Cartão,Recebimento
2024-05-18,Mdias,Saída,Marketing,17934,Cartão,Pagamento
2024-12-10,Zov,Saída,Impostos,18869,Cartão,Pagamento
2024-07-27,Zov,Entrada,Antecipação,24253,PIX,Recebimento
2024-05-09,Zov,Saída,Marketing,33137,TED,Pagamento
2024-01-19,Mdias,Entrada,Outros Recebimentos,44032,Dinheiro,Recebimento
2024-07-18,Zov,Entrada,Antecipação,4626,Dinheiro,Recebimento
2024-04-24,Papaya,Saída,Operacional,13290,TED,Pagamento
2024-07-17,Mdias,Saída,Impostos,27397,Dinheiro,Pagamento
2024-05-03,Zov,Saída,Impostos,32986,Cartão,Pagamento
2024-01-25,Papaya,Saída,Operacional,39280,Cartão,Pagamento
2024-07-09,Zov,Entrada,Outros Recebimentos,29817,Boleto,Recebimento
2024-12-23,Papaya,Entrada,Outros Recebimentos,11644,PIX,Recebimento
2024-04-20,Papaya,Entrada,Outros Recebimentos,26461,Boleto,Recebimento
2024-09-04,Papaya,Entrada,Recebimento Clientes,25194,PIX,Recebimento
2024-06-28,Papaya,Saída,Impostos,14924,Cartão,Pagamento
2024-01-10,Papaya,Entrada,Recebimento Clientes,1980,Cartão,Recebimento
2024-11-01,Mdias,Saída,Marketing,36956,PIX,Pagamento
2024-02-26,Zov,Saída,Marketing,5705,TED,Pagamento
2024-04-25,Mdias,Saída,Operacional,16742,TED,Pagamento
2024-08-26,Zov,Entrada,Antecipação,36729,PIX,Recebimento
2024-11-02,Mdias,Entrada,Outros Recebimentos,1768,Dinheiro,Recebimento
2024-04-24,Zov,Entrada,Outros Recebimentos,8472,PIX,Recebimento
2024-11-02,Papaya,Saída,Fornecedor,36414,PIX,Pagamento
2024-02-15,Papaya,Entrada,Antecipação,46156,Dinheiro,Recebimento
2024-03-11,Papaya,Saída,Folha de Pagamento,35801,Boleto,Pagamento
2024-07-25,Papaya,Saída,Folha de Pagamento,7153,Boleto,Pagamento
2024-02-14,Mdias,Saída,Folha de Pagamento,18767,Boleto,Pagamento
2024-07-20,Mdias,Entrada,Outros Recebimentos,27729,PIX,Recebimento
2024-04-15,Mdias,Entrada,Antecipação,22880,Boleto,Recebimento
2024-01-01,Mdias,Entrada,Outros Recebimentos,47590,Dinheiro,Recebimento
2024-08-09,Zov,Entrada,Outros Recebimentos,18569,Cartão,Recebimento
2024-08-09,Mdias,Entrada,Antecipação,7633,Boleto,Recebimento
2024-07-09,Papaya,Entrada,Outros Recebimentos,49088,TED,Recebimento
2024-07-15,Mdias,Entrada,Antecipação,1796,Cartão,Recebimento
2024-10-14,Papaya,Entrada,Recebimento Clientes,9524,Cartão,Recebimento
2024-08-19,Papaya,Entrada,Outros Recebimentos,29082,TED,Recebimento
2024-05-16,Zov,Entrada,Recebimento Clientes,43780,PIX,Recebimento
2024-07-07,Papaya,Entrada,Antecipação,49047,PIX,Recebimento
2024-04-09,Zov,Entrada,Outros Recebimentos,19306,Dinheiro,Recebimento
2024-05-03,Zov,Saída,Impostos,10728,PIX,Pagamento
2024-11-08,Papaya,Saída,Marketing,328,Cartão,Pagamento
2024-01-23,Zov,Saída,Operacional,6784,Boleto,Pagamento
2024-03-17,Zov,Saída,Marketing,20924,Boleto,Pagamento
2024-05-22,Mdias,Entrada,Antecipação,3405,PIX,Recebimento
2024-05-14,Papaya,Saída,Folha de Pagamento,36675,TED,Pagamento
2024-04-14,Papaya,Entrada,Antecipação,30662,PIX,Recebimento
2024-08-20,Mdias,Entrada,Recebimento Clientes,7968,PIX,Recebimento
2024-05-01,Zov,Entrada,Recebimento Clientes,7358,Boleto,Recebimento
2024-03-18,Papaya,Saída,Marketing,18579,Cartão,Pagamento
2024-01-26,Zov,Entrada,Recebimento Clientes,9429,Dinheiro,Recebimento
2024-09-17,Mdias,Saída,Impostos,22694,Dinheiro,Pagamento
2024-11-18,Zov,Entrada,Recebimento Clientes,31790,Boleto,Recebimento
2024-12-18,Zov,Entrada,Recebimento Clientes,43054,PIX,Recebimento
2024-06-09,Zov,Saída,Folha de Pagamento,8018,PIX,Pagamento
2024-08-14,Papaya,Entrada,Antecipação,44043,PIX,Recebimento
2024-06-05,Zov,Saída,Marketing,35563,Cartão,Pagamento
2024-08-04,Mdias,Saída,Operacional,4184,Boleto,Pagamento
2024-01-11,Mdias,Saída,Impostos,9793,TED,Pagamento
2024-07-25,Zov,Saída,Operacional,10367,Cartão,Pagamento
2024-06-15,Mdias,Entrada,Outros Recebimentos,29715,PIX,Recebimento
2024-03-05,Zov,Entrada,Recebimento Clientes,13466,Dinheiro,Recebimento
2024-03-22,Mdias,Entrada,Antecipação,34308,Boleto,Recebimento
2024-07-06,Mdias,Saída,Fornecedor,8304,Boleto,Pagamento
2024-02-03,Mdias,Entrada,Recebimento Clientes,3881,TED,Recebimento
2024-07-06,Zov,Entrada,Recebimento Clientes,7359,TED,Recebimento
2024-04-08,Zov,Saída,Impostos,12456,Dinheiro,Pagamento
2024-09-23,Mdias,Entrada,Recebimento Clientes,7455,TED,Recebimento
2024-06-21,Mdias,Saída,Operacional,22777,PIX,Pagamento
2024-08-01,Zov,Saída,Impostos,8937,PIX,Pagamento
2024-04-20,Papaya,Entrada,Outros Recebimentos,48864,Dinheiro,Recebimento
2024-12-25,Mdias,Saída,Fornecedor,32751,Boleto,Pagamento
2024-07-12,Zov,Entrada,Outros Recebimentos,14011,Boleto,Recebimento
2024-11-07,Papaya,Entrada,Antecipação,545,TED,Recebimento
2024-05-07,Papaya,Entrada,Recebimento Clientes,10506,Boleto,Recebimento
2024-11-21,Zov,Saída,Folha de Pagamento,8526,Dinheiro,Pagamento
2024-03-23,Mdias,Entrada,Recebimento Clientes,22946,Dinheiro,Recebimento
2024-04-04,Mdias,Entrada,Outros Recebimentos,5264,PIX,Recebimento
2024-08-02,Papaya,Saída,Marketing,7021,Cartão,Pagamento
2024-10-25,Zov,Entrada,Outros Recebimentos,538,Dinheiro,Recebimento
2024-06-09,Papaya,Entrada,Outros Recebimentos,46262,PIX,Recebimento
2024-09-09,Zov,Saída,Operacional,25502,TED,Pagamento
2024-07-02,Papaya,Entrada,Outros Recebimentos,23963,PIX,Recebimento
2024-03-03,Papaya,Saída,Impostos,30667,PIX,Pagamento
2024-06-27,Mdias,Entrada,Antecipação,33174,PIX,Recebimento
2024-06-04,Zov,Saída,Operacional,36545,PIX,Pagamento
2024-10-28,Mdias,Entrada,Recebimento Clientes,29949,Cartão,Recebimento
2024-09-18,Papaya,Entrada,Outros Recebimentos,18346,Boleto,Recebimento
2024-10-03,Mdias,Entrada,Recebimento Clientes,22577,PIX,Recebimento
2024-03-05,Papaya,Entrada,Outros Recebimentos,18381,Dinheiro,Recebimento
2024-08-22,Papaya,Saída,Folha de Pagamento,2453,Cartão,Pagamento
2024-04-05,Papaya,Saída,Operacional,15618,PIX,Pagamento
2024-05-11,Zov,Saída,Impostos,27102,PIX,Pagamento
2024-09-04,Papaya,Entrada,Outros Recebimentos,10292,Cartão,Recebimento
2024-07-15,Zov,Saída,Folha de Pagamento,23637,TED,Pagamento
2024-02-22,Zov,Entrada,Recebimento Clientes,25131,PIX,Recebimento
2024-06-01,Mdias,Saída,Marketing,31323,Cartão,Pagamento
2024-06-17,Zov,Saída,Operacional,14032,Dinheiro,Pagamento
2024-03-06,Mdias,Saída,Marketing,31734,TED,Pagamento
2024-06-17,Zov,Saída,Impostos,38278,Dinheiro,Pagamento
2024-02-25,Papaya,Saída,Operacional,38705,Cartão,Pagamento
2024-10-02,Papaya,Saída,Marketing,20987,TED,Pagamento
2024-03-20,Zov,Saída,Fornecedor,8059,TED,Pagamento
2024-12-19,Mdias,Saída,Marketing,33905,Cartão,Pagamento
2024-07-02,Mdias,Saída,Impostos,5040,TED,Pagamento
2024-12-26,Mdias,Entrada,Recebimento Clientes,29077,Cartão,Recebimento
2024-01-08,Zov,Saída,Marketing,27879,TED,Pagamento
2024-08-22,Mdias,Entrada,Recebimento Clientes,35317,Boleto,Recebimento
2024-08-08,Mdias,Saída,Marketing,6127,Boleto,Pagamento
2024-12-05,Zov,Entrada,Antecipação,23384,Dinheiro,Recebimento
2024-03-08,Zov,Saída,Impostos,24759,PIX,Pagamento
2024-07-08,Mdias,Saída,Fornecedor,20641,Dinheiro,Pagamento
2024-04-18,Zov,Entrada,Outros Recebimentos,2792,Dinheiro,Recebimento
2024-12-05,Papaya,Entrada,Recebimento Clientes,21106,TED,Recebimento
2024-09-21,Mdias,Saída,Fornecedor,4155,Cartão,Pagamento
2024-06-06,Mdias,Entrada,Recebimento Clientes,18767,Boleto,Recebimento
